transcript_id	gene_id	gene_name	transcript_name	biotype	mapped_reads	explained_reads	mean_best_identity	mean_best_query_cov
ENST00000338970.10	ENSG00000188846.14	RPL14	RPL14-201	protein_coding	2	2	0.9251141015846898	0.6006749694403599
ENST00000324460.7	ENSG00000044574.9	HSPA5	HSPA5-201	protein_coding	2	2	0.9680471195662008	0.5904078200546563
ENST00000515001.5	ENSG00000153044.10	CENPH	CENPH-206	protein_coding	2	2	0.987410071942446	0.5885253831889563
ENST00000620465.5	ENSG00000251562.13	MALAT1	MALAT1-215	lncRNA	2	2	0.9988235294117647	0.5665464199067665
ENST00000361681.2	ENSG00000198695.2	MT-ND6	MT-ND6-201	protein_coding	6	1	0.9833676153152924	0.4010704826610804
ENST00000710877.1	ENSG00000251562.13	MALAT1	MALAT1-241	lncRNA	5	1	0.9375411906715696	0.5135901273346559
ENST00000370371.8	ENSG00000101191.17	DIDO1	DIDO1-205	protein_coding	3	1	0.8259499137369707	0.8549532007457644
ENST00000710849.1	ENSG00000251562.13	MALAT1	MALAT1-219	lncRNA	3	1	0.9759504569054118	0.5757124758704167
ENST00000402696.9	ENSG00000091513.16	TF	TF-201	protein_coding	3	1	0.9807047875178759	0.5613086246071801
ENST00000416167.7	ENSG00000167244.22	IGF2	IGF2-205	protein_coding	3	1	0.8594400899590213	0.5498081578310337
ENST00000343677.4	ENSG00000187837.5	H1-2	H1-2-201	protein_coding	3	1	0.956697598119629	0.4775825171074691
ENST00000643349.2	ENSG00000284779.3	ENSG00000284779	ENST00000643349	protein_coding	3	1	0.8217787041515082	0.46925104060910816
ENST00000361335.1	ENSG00000212907.2	MT-ND4L	MT-ND4L-201	protein_coding	3	1	0.9553194264671944	0.4004076025523327
ENST00000424848.3	ENSG00000105810.10	CDK6	CDK6-202	protein_coding	2	1	0.8913043478260869	0.755919780565673
ENST00000344034.5	ENSG00000115241.11	PPM1G	PPM1G-201	protein_coding	2	1	0.7623892996159773	0.674568333272578
ENST00000433297.2	ENSG00000112972.16	HMGCS1	HMGCS1-202	protein_coding	2	1	0.838206627680312	0.6616765501087286
ENST00000258455.8	ENSG00000135972.9	MRPS9	MRPS9-201	protein_coding	2	1	0.9570743269936226	0.6436785220560512
ENST00000710927.1	ENSG00000251562.13	MALAT1	MALAT1-247	lncRNA	2	1	0.8515048431734318	0.641907062085622
ENST00000263238.7	ENSG00000115091.12	ACTR3	ACTR3-201	protein_coding	2	1	0.9946004319654428	0.6329459182582361
ENST00000576164.6	ENSG00000133392.19	MYH11	MYH11-210	retained_intron	2	1	0.6992769764733886	0.630641223412907
ENST00000397061.4	ENSG00000213965.4	NUDT19	NUDT19-201	protein_coding	2	1	0.6870372329172837	0.6235920107555126
ENST00000710863.2	ENSG00000251562.13	MALAT1	MALAT1-229	lncRNA	2	1	0.9583860576402654	0.6107378961695509
ENST00000295897.9	ENSG00000163631.19	ALB	ALB-201	protein_coding	2	1	1.0	0.5876925144018408
ENST00000392514.9	ENSG00000089157.16	RPLP0	RPLP0-203	protein_coding	2	1	1.0	0.5624570851894116
ENST00000361789.2	ENSG00000198727.2	MT-CYB	MT-CYB-201	protein_coding	2	1	0.966078697421981	0.5595570505044528
ENST00000341369.11	ENSG00000187514.17	PTMA	PTMA-201	protein_coding	2	1	0.9859022556390977	0.5541657275937195
ENST00000710871.1	ENSG00000251562.13	MALAT1	MALAT1-237	lncRNA	2	1	0.9643638850889193	0.5499301675977654
ENST00000422447.8	ENSG00000134333.15	LDHA	LDHA-205	protein_coding	2	1	0.9788079470198676	0.5461482415580776
ENST00000710943.1	ENSG00000251562.13	MALAT1	MALAT1-258	lncRNA	2	1	0.9068999013316403	0.5407356522999236
ENST00000710876.1	ENSG00000251562.13	MALAT1	MALAT1-240	lncRNA	2	1	0.9943181818181819	0.5375111872057279
ENST00000216281.13	ENSG00000080824.19	HSP90AA1	HSP90AA1-201	protein_coding	2	1	0.9661514786564968	0.5271249030889134
ENST00000696553.1	ENSG00000116560.12	SFPQ	SFPQ-211	protein_coding	2	1	0.9970238095238095	0.5263938987108358
ENST00000374980.3	ENSG00000125977.7	EIF2S2	EIF2S2-201	protein_coding	2	1	0.9679199948048575	0.5228864218616567
ENST00000395792.7	ENSG00000081051.8	AFP	AFP-202	protein_coding	2	1	0.9598765432098766	0.5144787044163159
ENST00000373316.5	ENSG00000102144.15	PGK1	PGK1-201	protein_coding	2	1	0.9762596899224807	0.5113144113654361
ENST00000710936.1	ENSG00000251562.13	MALAT1	MALAT1-251	lncRNA	2	1	0.9497086766124843	0.5012712769638596
ENST00000256689.10	ENSG00000134294.14	SLC38A2	SLC38A2-201	protein_coding	2	1	0.9333715471121302	0.5010794405271553
ENST00000850559.1	ENSG00000100426.8	ZBED4	ZBED4-202	protein_coding	2	1	0.5281938705234159	0.4944984305082482
ENST00000322535.11	ENSG00000087365.16	SF3B2	SF3B2-201	protein_coding	2	1	0.9380928853754941	0.4913761801016703
ENST00000304786.12	ENSG00000143742.14	SRP9	SRP9-201	protein_coding	2	1	0.9795081967213115	0.48056888882094867
ENST00000618132.2	ENSG00000251562.13	MALAT1	MALAT1-211	lncRNA	2	1	0.9770408163265306	0.4771749293140933
ENST00000249442.11	ENSG00000128654.14	MTX2	MTX2-201	protein_coding	2	1	0.9395348837209303	0.4645938082041746
ENST00000676781.1	ENSG00000197081.16	IGF2R	IGF2R-208	nonsense_mediated_decay	2	1	0.9677564567712112	0.4626820336430686
ENST00000373014.5	ENSG00000183520.12	UTP11	UTP11-201	protein_coding	2	1	0.6830357142857143	0.44580350148476067
ENST00000370355.3	ENSG00000099194.6	SCD	SCD-201	protein_coding	2	1	0.9891509433962264	0.4457988689772836
ENST00000366767.7	ENSG00000143776.20	CDC42BPA	CDC42BPA-204	protein_coding	2	1	0.966579997898939	0.4280043932821711
ENST00000643777.4	ENSG00000149925.22	ALDOA	ALDOA-219	protein_coding	2	1	0.9617988394584139	0.3864944492535727
ENST00000535335.1	ENSG00000172059.11	KLF11	KLF11-205	protein_coding	1	1	0.9857397504456328	0.9764808362369338
ENST00000696450.1	ENSG00000102145.16	GATA1	GATA1-204	protein_coding	1	1	0.9657240788346186	0.9639564124057
ENST00000690716.1	ENSG00000117543.22	DPH5	DPH5-216	retained_intron	1	1	0.8443553774215097	0.9487750556792873
ENST00000392826.6	ENSG00000164889.16	SLC4A2	SLC4A2-201	protein_coding	1	1	0.9312945119396733	0.9460251046025104
ENST00000481368.6	ENSG00000197989.16	SNHG12	SNHG12-209	retained_intron	1	1	0.865546218487395	0.939568345323741
ENST00000835712.1	ENSG00000291003.2	ENSG00000291003	ENST00000835712	lncRNA	1	1	0.9412628487518355	0.9386331938633193
ENST00000372195.5	ENSG00000107263.19	RAPGEF1	RAPGEF1-203	protein_coding	1	1	0.988056460369164	0.9367991845056065
ENST00000311765.4	ENSG00000172840.7	PDP2	PDP2-201	protein_coding	1	1	0.9685699319015191	0.9362119725220804
ENST00000371591.2	ENSG00000157077.16	ZFYVE9	ZFYVE9-204	protein_coding	1	1	0.990909090909091	0.9282700421940928
ENST00000687701.1	ENSG00000184634.17	MED12	MED12-219	retained_intron	1	1	0.970335675253708	0.9275887038377987
ENST00000537403.5	ENSG00000100934.15	SEC23A	SEC23A-202	protein_coding	1	1	0.9600484261501211	0.9274787535410765
ENST00000443816.5	ENSG00000115414.21	FN1	FN1-211	protein_coding	1	1	0.9694171956145412	0.927038626609442
ENST00000552783.5	ENSG00000050405.14	LIMA1	LIMA1-214	protein_coding	1	1	0.971252566735113	0.9267515923566879
ENST00000677890.1	ENSG00000101868.13	POLA1	POLA1-210	protein_coding	1	1	0.9925419515226849	0.9257767548906789
ENST00000337004.8	ENSG00000156471.13	PTDSS1	PTDSS1-201	nonsense_mediated_decay	1	1	1.0	0.9243816254416961
ENST00000295246.7	ENSG00000174501.15	ANKRD36C	ANKRD36C-201	protein_coding	1	1	0.9666295884315906	0.9228395061728395
ENST00000289371.11	ENSG00000158417.12	EIF5B	EIF5B-201	protein_coding	1	1	1.0	0.9214092140921409
ENST00000261497.9	ENSG00000124422.12	USP22	USP22-201	protein_coding	1	1	0.942649967040211	0.9196591600730372
ENST00000356183.9	ENSG00000077235.18	GTF3C1	GTF3C1-201	protein_coding	1	1	0.947856315179606	0.917470525187567
ENST00000462438.1	ENSG00000101146.13	RAE1	RAE1-207	retained_intron	1	1	0.9852507374631269	0.9166101694915254
ENST00000342665.5	ENSG00000177732.9	SOX12	SOX12-201	protein_coding	1	1	0.9404677533664068	0.916015625
ENST00000369559.8	ENSG00000163349.22	HIPK1	HIPK1-206	protein_coding	1	1	0.9636048526863085	0.9154704944178629
ENST00000674199.1	ENSG00000134324.12	LPIN1	LPIN1-220	protein_coding	1	1	0.9513836948391923	0.9125085440874915
ENST00000359856.11	ENSG00000162704.16	ARPC5	ARPC5-202	protein_coding	1	1	0.983733539891557	0.9122434536447275
ENST00000305264.8	ENSG00000171720.10	HDAC3	HDAC3-201	protein_coding	1	1	0.9992447129909365	0.9118457300275482
ENST00000710007.1	ENSG00000292195.1	MAGEA6	MAGEA6-206	protein_coding	1	1	0.94743508549715	0.9104567307692307
ENST00000452355.7	ENSG00000161547.17	SRSF2	SRSF2-204	nonsense_mediated_decay	1	1	0.9521739130434783	0.9102902374670184
ENST00000740334.1	ENSG00000290376.2	HERC2P3	HERC2P3-218	lncRNA	1	1	0.8101460415065335	0.9092356687898089
ENST00000389262.8	ENSG00000070413.21	DGCR2	DGCR2-202	nonsense_mediated_decay	1	1	0.9349674837418709	0.9081400636653024
ENST00000237536.9	ENSG00000149639.15	MTCL2	MTCL2-201	protein_coding	1	1	0.9669811320754716	0.9081119885139985
ENST00000323926.10	ENSG00000115414.21	FN1	FN1-201	protein_coding	1	1	0.9719719719719719	0.908098271155596
ENST00000374632.7	ENSG00000133216.17	EPHB2	EPHB2-203	protein_coding	1	1	0.9983552631578947	0.9080717488789237
ENST00000689516.1	ENSG00000119397.19	CNTRL	CNTRL-224	retained_intron	1	1	0.899671052631579	0.9073243647234679
ENST00000684188.1	ENSG00000141556.22	TBCD	TBCD-249	protein_coding	1	1	0.9784366576819407	0.9070146818923328
ENST00000479209.1	ENSG00000120742.11	SERP1	SERP1-203	protein_coding	1	1	0.925531914893617	0.9065721649484536
ENST00000435514.3	ENSG00000117868.18	ESYT2	ESYT2-203	retained_intron	1	1	0.925	0.9063604240282686
ENST00000406780.5	ENSG00000114439.19	BBX	BBX-204	protein_coding	1	1	0.9161248374512354	0.9062693978895097
ENST00000508792.5	ENSG00000112984.12	KIF20A	KIF20A-205	protein_coding	1	1	0.9582664526484751	0.9057017543859649
ENST00000342374.5	ENSG00000132824.14	SERINC3	SERINC3-202	protein_coding	1	1	0.9725158562367865	0.9052631578947369
ENST00000644737.1	ENSG00000127616.22	SMARCA4	SMARCA4-233	protein_coding	1	1	0.9274193548387096	0.9051094890510949
ENST00000696203.1	ENSG00000122218.17	COPA	COPA-222	retained_intron	1	1	0.9720083974807557	0.9047619047619048
ENST00000571133.6	ENSG00000171490.13	RSL1D1	RSL1D1-204	protein_coding	1	1	0.9952153110047847	0.9038961038961039
ENST00000446488.7	ENSG00000170322.15	NFRKB	NFRKB-201	protein_coding	1	1	0.9612612612612612	0.902200488997555
ENST00000688972.1	ENSG00000136485.16	DCAF7	DCAF7-212	retained_intron	1	1	0.9537037037037037	0.9018361581920904
ENST00000710847.1	ENSG00000251562.13	MALAT1	MALAT1-217	lncRNA	1	1	0.86608442503639	0.9014296463506396
ENST00000579003.2	ENSG00000265206.7	MIR142HG	MIR142HG-201	lncRNA	1	1	0.9822926374650512	0.9006734006734006
ENST00000462722.5	ENSG00000171097.14	KYAT1	KYAT1-207	protein_coding_CDS_not_defined	1	1	0.9892933618843683	0.9005791505791506
ENST00000437121.2	ENSG00000225060.8	PPP1R18	PPP1R18-211	protein_coding	1	1	0.8326359832635983	0.8994845360824743
ENST00000228705.7	ENSG00000111110.12	PPM1H	PPM1H-201	protein_coding	1	1	0.9897727272727272	0.8984175599795814
ENST00000680945.1	ENSG00000198900.7	TOP1	TOP1-202	protein_coding	1	1	0.9179389312977099	0.8979238754325259
ENST00000460658.5	ENSG00000183963.19	SMTN	SMTN-213	retained_intron	1	1	0.9720347155255545	0.8976582827406765
ENST00000295956.9	ENSG00000136068.16	FLNB	FLNB-201	protein_coding	1	1	0.9738766980146291	0.8969072164948454
ENST00000594885.1	ENSG00000167658.16	EEF2	EEF2-202	retained_intron	1	1	0.9303135888501742	0.896875
ENST00000370818.8	ENSG00000147257.16	GPC3	GPC3-201	protein_coding	1	1	0.9966931216931217	0.896797153024911
ENST00000684824.1	ENSG00000165732.14	DDX21	DDX21-203	protein_coding	1	1	0.9729468599033816	0.8961038961038961
ENST00000314595.6	ENSG00000047315.17	POLR2B	POLR2B-201	protein_coding	1	1	0.9791666666666666	0.8952071486596264
ENST00000660358.1	ENSG00000132204.15	LINC00470	LINC00470-223	lncRNA	1	1	0.9715302491103203	0.8949044585987261
ENST00000432588.6	ENSG00000075624.17	ACTB	ACTB-204	protein_coding	1	1	0.9228187919463087	0.8935532233883059
ENST00000697591.1	ENSG00000253729.9	PRKDC	PRKDC-212	retained_intron	1	1	0.9948979591836735	0.8933454876937101
ENST00000483858.5	ENSG00000173933.21	RBM4	RBM4-206	protein_coding	1	1	1.0	0.8914421553090333
ENST00000703491.1	ENSG00000145216.17	FIP1L1	FIP1L1-254	protein_coding	1	1	0.9684873949579832	0.8909774436090225
ENST00000360240.10	ENSG00000047849.22	MAP4	MAP4-202	protein_coding	1	1	0.9886831275720165	0.8909257561869844
ENST00000681271.1	ENSG00000113161.17	HMGCR	HMGCR-216	protein_coding	1	1	0.9817813765182186	0.8907942238267148
ENST00000685801.1	ENSG00000100345.23	MYH9	MYH9-215	protein_coding	1	1	1.0	0.8898450946643718
ENST00000696208.1	ENSG00000122218.17	COPA	COPA-227	retained_intron	1	1	1.0	0.8890532544378699
ENST00000297029.10	ENSG00000006747.15	SCIN	SCIN-201	protein_coding	1	1	0.9898477157360406	0.8880866425992779
ENST00000397906.7	ENSG00000100154.15	TTC28	TTC28-201	protein_coding	1	1	0.9625912408759124	0.8874493927125506
ENST00000399494.5	ENSG00000189403.15	HMGB1	HMGB1-205	protein_coding	1	1	0.9870354364736387	0.8872699386503068
ENST00000353801.7	ENSG00000096384.20	HSP90AB1	HSP90AB1-201	protein_coding	1	1	0.9461382113821138	0.885766092475068
ENST00000359568.10	ENSG00000160299.19	PCNT	PCNT-201	protein_coding	1	1	0.9670828603859251	0.8850806451612904
ENST00000253794.7	ENSG00000131475.7	VPS25	VPS25-201	protein_coding	1	1	0.9871541501976284	0.8843120070113936
ENST00000559668.5	ENSG00000290689.2	ENSG00000290689	ENST00000559668	lncRNA	1	1	0.9869083585095669	0.8842386464826358
ENST00000376454.8	ENSG00000120549.19	KIAA1217	KIAA1217-204	protein_coding	1	1	0.9852320675105485	0.8841121495327103
ENST00000261978.9	ENSG00000119681.12	LTBP2	LTBP2-201	protein_coding	1	1	1.0	0.8832528180354268
ENST00000305218.9	ENSG00000168439.17	STIP1	STIP1-201	protein_coding	1	1	0.8071428571428572	0.8823529411764706
ENST00000340437.8	ENSG00000149532.16	CPSF7	CPSF7-201	protein_coding	1	1	0.9873670212765957	0.8821114369501466
ENST00000698793.1	ENSG00000114416.19	FXR1	FXR1-223	protein_coding	1	1	0.9956284153005465	0.8815028901734104
ENST00000481278.6	ENSG00000143183.18	TMCO1	TMCO1-205	protein_coding	1	1	0.8680926916221033	0.8811410459587956
ENST00000532090.3	ENSG00000254470.3	AP5B1	AP5B1-201	protein_coding	1	1	0.9299319727891157	0.8807669263031755
ENST00000397066.9	ENSG00000162063.13	CCNF	CCNF-202	protein_coding	1	1	0.9408672798948752	0.8803716608594657
ENST00000318008.11	ENSG00000002834.19	LASP1	LASP1-201	protein_coding	1	1	1.0	0.8795986622073578
ENST00000338244.6	ENSG00000089057.15	SLC23A2	SLC23A2-201	protein_coding	1	1	0.8938271604938272	0.8795180722891566
ENST00000643173.1	ENSG00000159023.23	EPB41	EPB41-216	protein_coding	1	1	0.984472049689441	0.8779822767552828
ENST00000424340.7	ENSG00000243716.13	NPIPB5	NPIPB5-204	protein_coding	1	1	0.9759933774834437	0.8771802325581395
ENST00000301764.12	ENSG00000167986.15	DDB1	DDB1-201	protein_coding	1	1	0.9889250814332248	0.8770726129216695
ENST00000341753.10	ENSG00000130726.12	TRIM28	TRIM28-202	protein_coding	1	1	0.9288702928870293	0.8769344141488578
ENST00000288670.14	ENSG00000157827.21	FMNL2	FMNL2-201	protein_coding	1	1	0.9408553230209281	0.876898481215028
ENST00000617556.4	ENSG00000273749.5	CYFIP1	CYFIP1-207	protein_coding	1	1	0.9945167923235092	0.8762019230769231
ENST00000612959.4	ENSG00000126653.18	NSRP1	NSRP1-217	protein_coding	1	1	1.0	0.8760504201680672
ENST00000489841.6	ENSG00000166508.19	MCM7	MCM7-209	retained_intron	1	1	0.9844115354637568	0.8756830601092896
ENST00000395068.9	ENSG00000178719.17	GRINA	GRINA-202	protein_coding	1	1	0.9833333333333333	0.8751139471285324
ENST00000664183.2	ENSG00000248049.9	UBA6-DT	UBA6-DT-213	lncRNA	1	1	0.9801401869158879	0.8732106339468303
ENST00000639857.2	ENSG00000179295.19	PTPN11	PTPN11-207	protein_coding	1	1	0.9587932303164092	0.8730569948186528
ENST00000297785.8	ENSG00000165092.13	ALDH1A1	ALDH1A1-201	protein_coding	1	1	0.9662162162162162	0.8713163064833006
ENST00000216146.9	ENSG00000100316.16	RPL3	RPL3-201	protein_coding	1	1	0.9964953271028038	0.8699186991869918
ENST00000325167.9	ENSG00000176108.9	CHMP6	CHMP6-201	protein_coding	1	1	0.9920993227990971	0.869351669941061
ENST00000273550.12	ENSG00000167996.16	FTH1	FTH1-201	protein_coding	1	1	1.0	0.8679962013295347
ENST00000370554.5	ENSG00000183291.18	SELENOF	SELENOF-202	protein_coding	1	1	0.9583815028901734	0.8665997993981945
ENST00000310441.12	ENSG00000172534.14	HCFC1	HCFC1-201	protein_coding	1	1	0.9905956112852664	0.8652802893309223
ENST00000382457.8	ENSG00000010292.13	NCAPD2	NCAPD2-202	protein_coding	1	1	0.9666666666666667	0.8647887323943662
ENST00000350997.12	ENSG00000149485.19	FADS1	FADS1-201	protein_coding	1	1	0.9533721898417985	0.8645533141210374
ENST00000337576.7	ENSG00000088899.16	LZTS3	LZTS3-202	protein_coding	1	1	0.9312320916905444	0.8638613861386139
ENST00000683076.1	ENSG00000047849.22	MAP4	MAP4-217	protein_coding	1	1	0.9758139534883721	0.8626506024096385
ENST00000510626.5	ENSG00000197386.14	HTT	HTT-207	retained_intron	1	1	0.943609022556391	0.8625954198473282
ENST00000703942.1	ENSG00000198218.12	QRICH1	QRICH1-221	protein_coding	1	1	0.9417218543046357	0.8617142857142858
ENST00000538489.5	ENSG00000152332.16	UHMK1	UHMK1-203	protein_coding	1	1	0.9383561643835616	0.861049519586105
ENST00000210633.4	ENSG00000095539.16	SEMA4G	SEMA4G-201	protein_coding	1	1	0.9771241830065359	0.8595505617977528
ENST00000406875.8	ENSG00000064393.16	HIPK2	HIPK2-202	protein_coding	1	1	0.95	0.8594470046082949
ENST00000451949.6	ENSG00000113648.17	MACROH2A1	MACROH2A1-205	protein_coding_CDS_not_defined	1	1	1.0	0.8593974175035868
ENST00000395422.4	ENSG00000106153.14	CHCHD2	CHCHD2-201	protein_coding	1	1	0.946969696969697	0.8585418933623504
ENST00000310421.5	ENSG00000175073.8	VCPIP1	VCPIP1-201	protein_coding	1	1	0.8705882352941177	0.8584183673469388
ENST00000646105.3	ENSG00000285132.3	CTSB	CTSB-261	protein_coding	1	1	0.9633986928104575	0.8576233183856502
ENST00000378495.7	ENSG00000198722.15	UNC13B	UNC13B-201	protein_coding	1	1	0.9682926829268292	0.8559498956158664
ENST00000441024.6	ENSG00000125107.19	CNOT1	CNOT1-202	protein_coding	1	1	0.99	0.8557457212713936
ENST00000564079.6	ENSG00000137822.13	TUBGCP4	TUBGCP4-208	protein_coding	1	1	0.9787685774946921	0.8554545454545455
ENST00000647653.1	ENSG00000285612.1	ENSG00000285612	ENST00000647653	lncRNA	1	1	0.9880952380952381	0.8547770700636943
ENST00000300087.7	ENSG00000166847.10	DCTN5	DCTN5-201	protein_coding	1	1	0.9916963226571768	0.8532388663967612
ENST00000700631.1	ENSG00000105223.21	PLD3	PLD3-240	protein_coding	1	1	0.9205058717253839	0.8528951486697965
ENST00000658082.1	ENSG00000245694.13	CRNDE	CRNDE-218	lncRNA	1	1	0.906276150627615	0.8527519656897784
ENST00000254190.4	ENSG00000131873.7	CHSY1	CHSY1-201	protein_coding	1	1	0.9328097731239092	0.8524590163934426
ENST00000465312.6	ENSG00000116521.12	SCAMP3	SCAMP3-204	nonsense_mediated_decay	1	1	0.93158953722334	0.852233676975945
